x,y,True Class Label
-2.211763498776953,-1.0895749487902777,1
-2.621271216566619,0.13963289386529398,1
-1.426416186378977,-1.0903439556282621,1
-1.280817500149713,-1.849802711229358,1
-0.7298168136903445,-1.6525063314207844,1
-2.6987255614485908,-0.9405024244957837,1
-1.5667509121050072,-0.2238409584936225,1
-2.2775803402703114,-1.3742742054788186,1
-2.1037486346875567,0.28753260029039307,1
-2.4190564351364365,-1.3517957379370407,1
-1.7193714021213495,-1.262185010856636,1
-2.029377019935052,-0.613514364411618,1
-1.6116590762700462,-1.6290757879604882,1
-1.2311035315543262,-1.6136560138503888,1
-2.354511636472904,0.049284444771376945,1
-1.13967614894073,-1.1255829238432193,1
-2.210967974138826,-0.06846432769099375,1
-1.8796474333298052,-0.8868892706958083,1
-1.3206559455942843,-0.32701884242300105,1
-2.4464506209196677,-0.8575750826463016,1
-1.7402165163715706,-1.984886157258511,1
-1.9191422761741375,-0.7230056718010109,1
-1.8531510242663802,-1.210291529475234,1
-2.7738368557212736,-1.3399885770054938,1
-2.2677743938703014,-0.7352432682465831,1
-2.409828448372173,-1.0757832608611273,1
-1.9806867653007616,-0.6613726920361161,1
-3.0486895804420424,0.32902702577650134,1
-1.7277464319626954,-0.4584318748803301,1
-2.6571599260931937,-0.22496148242756686,1
-2.075035312373591,-1.7462378424916982,1
-1.938044181137546,-1.2198943551280743,1
-2.104777269238858,-1.3515051183956572,1
-1.050597882088904,-1.0356714813908598,1
-2.317727521571361,-1.0038471790121524,1
-1.856400597393804,-0.061176926380636876,1
-2.3602231992791745,-2.7715766704402682,1
-1.2570229518624485,-1.329696376192656,1
-2.544862612741206,-1.646892624931294,1
-2.1132473587669134,-1.7532623644594607,1
-2.327305396126132,-1.0886814661517497,1
-1.4365769836241586,-1.7310732314691366,1
-2.107946001972532,-1.3668181414237917,1
-1.9647079111266676,-0.6332585350161479,1
-2.0183658781013616,-1.9749821511301904,1
-2.2210977084612122,-0.3620662850730123,1
-2.468993411059186,-0.23604733848083048,1
-1.7824143255419471,0.0588580232671736,1
-2.5660634901466968,-1.981121354670897,1
-2.533716353377848,0.25854712178841655,1
-2.246615882469162,-2.0970790940798243,1
-2.4441737149028753,-1.1523155629023512,1
-2.297958788254562,-1.0879039567157363,1
-2.0634129051211665,-0.6912794995825235,1
-1.5004995311960552,-1.4957063533615664,1
-2.302734503783729,-1.317045364606149,1
-2.896961160722876,-0.5585996602357512,1
-1.114490757083631,0.29632490119245536,1
-2.1525706689675244,-1.2195372518710836,1
-2.0645300959531476,-0.35414698941062306,1
-2.214323101085027,-0.7402435447494344,1
-1.9447384044716018,-2.6366896520176595,1
-1.3205950039895464,0.005130214644191833,1
-2.0605584824913854,-0.4834769759829728,1
-1.9808940844775014,-0.7734542700729279,1
-1.8235457166319882,-2.3336145774790804,1
-2.8095737207564424,-1.6249112448056635,1
-1.7519649449204202,-0.7556611607415908,1
-1.6933142747772985,-1.702413573835246,1
-2.1752064815005197,-0.025775919164565564,1
-1.1450153410372497,-1.3067517020250905,1
-1.8312667661902082,0.2883707877274124,1
-2.174634915864163,-2.0547223156228247,1
-2.2690388417549983,-1.0295064627100583,1
-1.8285866323035826,-1.1980024107821847,1
-2.2574825394468476,-1.5498620987816476,1
-2.1979055480474723,-0.249203206840093,1
-2.364172578215674,-1.598113793610139,1
-2.8268159770631094,-1.8314932648908266,1
-2.7324551631472254,-1.7384929554990718,1
-1.444484945979542,-1.2535884963235329,1
-2.676935336208587,-2.3079615509357607,1
-3.0891938394933227,-1.278704106311283,1
-1.4241408611139423,-0.7229937347033066,1
-1.3763652686276227,0.5077360129164441,1
-2.0367312518394196,-0.8763948485480969,1
-1.3124140403652,0.33009172428292444,1
-1.6850784911737209,-1.144008779114503,1
-2.492639075000382,-0.827061405763102,1
-1.6175399985394012,-0.7274679684977625,1
-2.0257215997316766,-1.493362165860527,1
-2.5630686923391086,-0.3870801221478709,1
-1.8722050617500332,-1.703727614672593,1
-1.3216330191907222,-1.6433889123087222,1
-2.563150887372092,-2.1426492272337043,1
-1.7827049074440982,-1.0892203582508035,1
-1.9651907617953732,-0.9888425940070723,1
-2.462853786789175,-0.6843052999993724,1
-3.2846490463800393,-0.8566159324544819,1
-2.700469133758307,-1.8558928788495195,1
-1.766614361134679,0.25300393012902345,1
-2.2253598408873465,-1.4912139922643233,1
-2.1274621672142118,-1.315769099833799,1
-2.0114959399074497,-1.5302648381658588,1
-1.7204669309974916,-0.5935392988216706,1
-1.711830958700376,-0.8013794352233364,1
-2.0105204807433896,-1.5017547005039145,1
-2.2604401464439228,-1.0266425940705957,1
-1.8765199380893003,-0.3393121140725145,1
-0.9927632527707422,-1.0708773016450472,1
-1.7238896104227293,-1.4908603761451729,1
-2.194618726324884,-0.9955459905916548,1
-1.949373348052874,-1.0853052157319496,1
-1.8996757347139805,-1.9343178631777311,1
-2.0474822244982627,-3.0554783136418817,1
-2.2414873109289317,0.057197814014765536,1
-3.6563603384317798,-2.5840875566166144,1
-2.5955068428290775,-0.22282130636444597,1
-2.0471043893613485,-1.1233102818975302,1
-2.0595872529779604,0.8376022530739313,1
-3.0155338611021856,-1.411883598699265,1
-1.6142844967129446,-0.8593309513145287,1
-2.3962906718922024,-1.2714247630790687,1
-1.288925502066895,-2.7540742984076836,1
-2.0202898385126478,-0.72619836275654,1
-1.8715465551987924,-1.943738388780901,1
-2.949124332190161,-0.3926351321060626,1
-2.813573810056214,-1.5071251767356635,1
-2.2749540089048925,-1.2181277462338265,1
-2.549608682480301,-1.4164512298277572,1
-1.543083833982509,0.06590474949713121,1
-2.518588818272828,-0.8968899324748913,1
-1.888760262886174,-1.4016060392222278,1
-1.351249390678658,0.021781285271188056,1
-2.909231477506043,-1.7056982894335255,1
-2.3302132868849976,-0.8331944844746982,1
-1.2910138003848226,-1.3704947607452054,1
-2.1012830278462378,-1.2952853318277309,1
-0.9898558352809912,-2.00906358400412,1
-1.3815039924573127,-2.569362152650278,1
-1.4013455629293348,-0.4879211812284855,1
-1.7772629696472948,-1.651149561395913,1
-2.558349677836637,-1.2351734437955595,1
-1.4673907972560079,-1.2066436551573378,1
-0.7615085964806179,-2.2512856825418597,1
-1.366720909841611,-0.6364858946730843,1
-2.3423577895396988,-0.7544570402341053,1
-1.8013033429379532,-1.436984866363217,1
-1.6078270469133993,-0.6860701933920348,1
-2.0221116021299492,-0.957032232205001,1
-2.1344983604977705,-2.1494439888152574,1
-1.9264883953307006,-1.3058327501895763,1
-2.634921843901061,-0.16672016275670853,1
-1.4072354450046327,-0.5506849401678081,1
-1.0683879771778158,-1.7591838754482865,1
-2.3199912576882684,0.5054865026018229,1
-2.251576827181985,-2.027849885489627,1
-2.6741587866973564,-0.8826983981482,1
-1.03943435006642,-1.1848497731728145,1
-2.4276439703405006,-0.515882468151498,1
0.19538830508414873,1.7087072213378547,2
2.657807984517836,3.0188035675200258,2
1.620858060609457,0.7167433575613478,2
0.7636390714765322,1.6127382927978913,2
2.0852958797285606,1.580959071734787,2
1.942679536438041,2.5283903447443477,2
1.9116338803207853,2.8108684980695484,2
3.6024629095230996,0.5353174111445034,2
0.7312260490369225,1.149212000398554,2
2.205886430740255,2.4057817962620174,2
1.271940174739339,3.3987550150032195,2
1.0234444742756024,4.104113560574082,2
3.377686657418076,2.424461898168842,2
2.3382517246158834,1.2253742618487995,2
0.8458151913478056,1.7915727688998062,2
1.2418561558429846,3.8017060191641434,2
0.8153703895473841,1.5477094520676746,2
3.106221274026986,-0.14704296582620957,2
1.1852621729878545,0.06726973981683915,2
2.1748850123047156,0.7386783881803909,2
1.6578723770471735,1.7913651449620156,2
1.9639589298822777,1.1081533083805706,2
1.433949360502251,2.3005898104894515,2
2.152377388550843,2.5604477139063633,2
2.011668285269776,2.0914315742444494,2
2.741053718760065,1.7642870934174328,2
0.9618825173811274,1.5443502658247528,2
2.044779343155174,3.0243909285522657,2
1.8014089171845433,2.4214173849963627,2
2.49489732338083,1.9247492908846164,2
3.4802156684472987,2.0676245702100613,2
0.8365853473921698,3.036004683598133,2
3.0342853374626344,1.3361307930207305,2
1.9302109245387984,3.4535146369500724,2
1.8992091510032854,1.714733443095502,2
1.434199599561038,1.476274922545471,2
1.8617456647316868,2.6847705561561144,2
2.5915068346918826,2.1134927081215524,2
1.6975423619471843,1.3702738937954084,2
3.0639449805853385,1.0157060176273327,2
2.9420632110966687,2.214487313365407,2
2.646433826947224,1.4803033999606385,2
3.291951755514372,2.2844467343992956,2
2.223273701686499,1.5769502969165339,2
1.4528093897995067,1.6533338368607668,2
2.6701548284223535,1.5543966521962234,2
1.7762852579657835,1.8833380885396889,2
